gene name,1
ENST00000424076.3,ENSG00000214548.8
ENST00000380728.2,ENSG00000132522.10
ENST00000441793.1,ENSG00000204463.7
ENST00000326019.6,ENSG00000163798.9
ENST00000369496.4,ENSG00000163399.11
ENST00000424691.1,ENSG00000186162.6
ENST00000371974.3,ENSG00000148290.5
ENST00000225698.4,ENSG00000108561.4
ENST00000568490.1,ENSG00000092445.7
ENST00000261405.5,ENSG00000110799.9
ENST00000344537.5,ENSG00000047579.14
ENST00000373669.2,ENSG00000102309.8
ENST00000481073.1,ENSG00000082898.12
ENST00000322723.4,ENSG00000115053.11
ENST00000557342.1,ENSG00000119705.5
ENST00000378409.3,ENSG00000159884.7
ENST00000221859.4,ENSG00000105258.4
ENST00000496558.1,ENSG00000066032.13
ENST00000465645.1,ENSG00000130770.12
ENST00000398422.2,ENSG00000135624.10
ENST00000359530.2,ENSG00000047249.11
ENST00000353047.5,ENSG00000164733.15
ENST00000372491.2,ENSG00000188483.6
ENST00000486360.1,ENSG00000143847.10
ENST00000298307.5,ENSG00000165516.6
ENST00000472217.1,ENSG00000158773.10
ENST00000421952.2,ENSG00000181418.7
ENST00000394225.2,ENSG00000109390.7
ENST00000398460.3,ENSG00000214548.8
ENST00000367889.3,ENSG00000143198.7
ENST00000371652.4,ENSG00000240849.6
ENST00000550665.1,ENSG00000169203.11
ENST00000472651.1,ENSG00000141367.6
ENST00000305798.3,ENSG00000168785.3
ENST00000591292.1,ENSG00000067836.8
ENST00000372407.4,ENSG00000142949.12
ENST00000366957.5,ENSG00000143499.9
ENST00000329559.3,ENSG00000183648.3
ENST00000397276.2,ENSG00000100836.6
ENST00000233627.9,ENSG00000115286.14
ENST00000329908.8,ENSG00000182149.14
ENST00000513345.1,ENSG00000169567.7
ENST00000377860.4,ENSG00000097021.14
ENST00000526768.1,ENSG00000174672.11
ENST00000309579.3,ENSG00000173915.8
ENST00000263645.4,ENSG00000110651.6
ENST00000496387.1,ENSG00000173660.7
ENST00000328379.4,ENSG00000184924.4
ENST00000245816.3,ENSG00000125656.3
ENST00000267750.4,ENSG00000128463.7
ENST00000325223.7,ENSG00000160226.11
ENST00000322099.7,ENSG00000090097.15
ENST00000369836.4,ENSG00000168765.10
ENST00000550920.1,ENSG00000196531.6
ENST00000380986.4,ENSG00000119782.9
ENST00000306256.8,ENSG00000157916.13
ENST00000336458.8,ENSG00000132507.13
ENST00000533927.1,ENSG00000171163.11
ENST00000392594.3,ENSG00000151500.9
ENST00000392541.3,ENSG00000154518.5
ENST00000544450.2,ENSG00000196405.8
ENST00000203407.5,ENSG00000010256.6
ENST00000229238.3,ENSG00000111639.3
ENST00000398752.6,ENSG00000152234.9
ENST00000348259.5,ENSG00000162910.14
ENST00000313115.6,ENSG00000177556.7
ENST00000310776.4,ENSG00000175110.7
ENST00000392935.3,ENSG00000078668.8
ENST00000437366.2,ENSG00000104722.8
ENST00000318364.8,ENSG00000055950.12
ENST00000371222.2,ENSG00000177606.5
ENST00000562284.1,ENSG00000260918.1
ENST00000310827.4,ENSG00000136485.9
ENST00000357266.3,ENSG00000096060.9
ENST00000252934.5,ENSG00000130638.11
ENST00000263309.3,ENSG00000074201.3
ENST00000003607.3,ENSG00000004142.6
ENST00000450814.2,ENSG00000163931.11
ENST00000297785.3,ENSG00000165092.8
ENST00000409597.1,ENSG00000128656.9
ENST00000397298.3,ENSG00000214026.6
ENST00000357578.3,ENSG00000112294.8
ENST00000315082.4,ENSG00000140983.7
ENST00000396856.1,ENSG00000111640.9
ENST00000553528.1,ENSG00000166165.8
ENST00000393394.3,ENSG00000237550.3
ENST00000476503.1,ENSG00000171163.11
ENST00000320248.3,ENSG00000176595.3
ENST00000583114.1,ENSG00000108387.10
ENST00000296506.2,ENSG00000164106.2
ENST00000361439.4,ENSG00000169189.12
ENST00000480939.1,ENSG00000010282.10
ENST00000441594.1,ENSG00000010282.10
ENST00000293230.5,ENSG00000161544.5
ENST00000264771.4,ENSG00000127419.11
ENST00000541726.1,ENSG00000113811.6
ENST00000293190.5,ENSG00000161509.9
ENST00000321153.4,ENSG00000177600.4
ENST00000525451.1,ENSG00000172757.7
ENST00000256324.9,ENSG00000133943.14
ENST00000575208.1,ENSG00000183011.8
ENST00000470487.1,ENSG00000173905.4
ENST00000336308.5,ENSG00000131748.11
ENST00000269980.2,ENSG00000248098.3
ENST00000409248.4,ENSG00000243449.2
ENST00000304800.9,ENSG00000168701.14
ENST00000552234.1,ENSG00000111275.6
ENST00000436473.1,ENSG00000147403.12
ENST00000382936.3,ENSG00000168936.6
ENST00000321826.4,ENSG00000244165.1
ENST00000278379.3,ENSG00000110436.6
ENST00000350792.3,ENSG00000165795.14
ENST00000222673.5,ENSG00000105953.10
ENST00000262584.3,ENSG00000161016.10
ENST00000457167.3,ENSG00000168259.8
ENST00000224167.2,ENSG00000107317.7
ENST00000420560.1,ENSG00000022355.10
ENST00000227251.3,ENSG00000109846.3
ENST00000546244.1,ENSG00000187778.9
ENST00000567956.1,ENSG00000215252.6
ENST00000368696.3,ENSG00000160678.7
ENST00000396203.2,ENSG00000188846.9
ENST00000216520.6,ENSG00000100632.6
ENST00000378546.4,ENSG00000162585.11
ENST00000395319.3,ENSG00000109107.9
ENST00000524851.1,ENSG00000149273.8
ENST00000359139.3,ENSG00000100239.10
ENST00000254488.2,ENSG00000132164.5
ENST00000402744.4,ENSG00000109472.9
ENST00000357227.4,ENSG00000102225.11
ENST00000294179.3,ENSG00000162236.7
ENST00000351266.4,ENSG00000122756.10
ENST00000555366.1,ENSG00000166165.8
ENST00000300105.6,ENSG00000166862.6
ENST00000305454.3,ENSG00000169085.6
ENST00000587393.1,ENSG00000104964.10
ENST00000587426.1,ENSG00000235652.2
ENST00000274137.5,ENSG00000145494.7
ENST00000249786.4,ENSG00000140264.14
ENST00000395863.3,ENSG00000101144.8
ENST00000532273.1,ENSG00000149115.9
ENST00000252575.5,ENSG00000130287.7
ENST00000369842.4,ENSG00000102119.6
ENST00000306320.9,ENSG00000154153.9
ENST00000391975.1,ENSG00000115677.12
ENST00000324896.4,ENSG00000077809.8
ENST00000222266.2,ENSG00000205155.2
ENST00000225174.3,ENSG00000108179.8
ENST00000397709.1,ENSG00000101460.8
ENST00000455528.1,ENSG00000159140.13
ENST00000514960.1,ENSG00000145362.12
ENST00000271690.7,ENSG00000143420.12
ENST00000394272.3,ENSG00000184508.6
ENST00000375036.2,ENSG00000182534.9
ENST00000358704.4,ENSG00000179456.9
ENST00000292169.1,ENSG00000160678.7
ENST00000376960.4,ENSG00000107372.8
ENST00000331768.5,ENSG00000183576.8
ENST00000375142.1,ENSG00000077549.12
ENST00000350669.1,ENSG00000111716.8
ENST00000322090.3,ENSG00000146729.5
ENST00000476274.2,ENSG00000257524.1
ENST00000321751.5,ENSG00000175756.9
ENST00000329146.4,ENSG00000182809.6
ENST00000479093.1,ENSG00000138363.10
ENST00000467825.1,ENSG00000142541.11
ENST00000258975.6,ENSG00000136463.7
ENST00000373537.2,ENSG00000166619.7
ENST00000348225.2,ENSG00000105894.7
ENST00000316450.4,ENSG00000235655.2
ENST00000378021.1,ENSG00000116254.12
ENST00000360458.1,ENSG00000123562.11
ENST00000567270.1,ENSG00000178741.7
ENST00000372774.3,ENSG00000204071.5
ENST00000421699.2,ENSG00000167110.11
ENST00000398425.3,ENSG00000125814.13
ENST00000263545.6,ENSG00000146963.10
ENST00000460556.1,ENSG00000111640.9
ENST00000397865.5,ENSG00000197971.10
ENST00000293328.3,ENSG00000173757.4
ENST00000465606.1,ENSG00000183773.10
ENST00000587708.1,ENSG00000205155.2
ENST00000370873.4,ENSG00000101182.10
ENST00000393198.2,ENSG00000011052.16
ENST00000399161.2,ENSG00000186487.12
ENST00000552039.1,ENSG00000219200.5
ENST00000432695.1,ENSG00000197444.5
ENST00000564439.1,ENSG00000174444.10
ENST00000404674.3,ENSG00000157778.4
ENST00000373335.3,ENSG00000131174.4
ENST00000215754.7,ENSG00000240972.1
ENST00000309451.6,ENSG00000173272.9
ENST00000312865.5,ENSG00000104973.9
ENST00000398841.1,ENSG00000090238.7
ENST00000312175.2,ENSG00000175334.3
ENST00000374517.5,ENSG00000136810.8
ENST00000395961.3,ENSG00000064787.8
ENST00000321356.4,ENSG00000013441.11
ENST00000357067.3,ENSG00000129187.10
ENST00000350991.4,ENSG00000088833.11
ENST00000315436.3,ENSG00000176871.4
ENST00000377811.3,ENSG00000147123.10
ENST00000245857.5,ENSG00000125691.8
ENST00000497637.1,ENSG00000130402.7
ENST00000548249.1,ENSG00000175203.10
ENST00000272937.5,ENSG00000144485.6
ENST00000253003.2,ENSG00000130706.8
ENST00000377861.3,ENSG00000184226.10
ENST00000368868.5,ENSG00000143416.15
ENST00000329421.7,ENSG00000175130.6
ENST00000340913.6,ENSG00000135486.11
ENST00000396821.3,ENSG00000100201.14
ENST00000575071.1,ENSG00000183011.8
ENST00000423456.1,ENSG00000214548.8
ENST00000233331.7,ENSG00000115274.10
ENST00000325333.5,ENSG00000213015.4
ENST00000397124.1,ENSG00000167965.12
ENST00000263578.5,ENSG00000110074.6
ENST00000393183.3,ENSG00000011052.16
ENST00000464117.1,ENSG00000198892.6
ENST00000379982.3,ENSG00000164292.7
ENST00000251289.4,ENSG00000065268.4
ENST00000247970.4,ENSG00000127445.9
ENST00000566130.1,ENSG00000149925.12
ENST00000590060.1,ENSG00000099817.7
ENST00000336615.4,ENSG00000177666.11
ENST00000392533.3,ENSG00000135090.9
ENST00000262507.6,ENSG00000088682.9
ENST00000338784.4,ENSG00000161955.12
ENST00000304611.8,ENSG00000124587.9
ENST00000309134.5,ENSG00000175348.6
ENST00000377104.3,ENSG00000136158.6
ENST00000215574.3,ENSG00000099804.3
ENST00000347512.3,ENSG00000130255.8
ENST00000355938.5,ENSG00000159199.8
ENST00000584717.1,ENSG00000176155.12
ENST00000491739.1,ENSG00000178467.12
ENST00000374642.3,ENSG00000173372.12
ENST00000353334.6,ENSG00000019582.10
ENST00000378364.3,ENSG00000198931.6
ENST00000397413.1,ENSG00000168280.12
ENST00000242152.2,ENSG00000122585.3
ENST00000251993.7,ENSG00000100364.13
ENST00000520627.1,ENSG00000008988.5
ENST00000550482.1,ENSG00000135486.11
ENST00000586921.1,ENSG00000127616.11
ENST00000401743.2,ENSG00000170458.9
ENST00000564316.1,ENSG00000103266.5
ENST00000266027.5,ENSG00000114353.12
ENST00000394457.2,ENSG00000173209.17
ENST00000431742.2,ENSG00000176102.7
ENST00000296674.8,ENSG00000186468.8
ENST00000564628.1,ENSG00000103024.3
ENST00000564910.1,ENSG00000103769.5
ENST00000506237.1,ENSG00000113387.7
ENST00000221576.4,ENSG00000104979.4
ENST00000270792.5,ENSG00000142669.9
ENST00000399817.4,ENSG00000185201.11
ENST00000370986.4,ENSG00000116717.7
ENST00000331595.4,ENSG00000182492.10
ENST00000512805.1,ENSG00000204628.7
ENST00000379412.5,ENSG00000134333.8
ENST00000249209.4,ENSG00000128463.7
ENST00000314933.6,ENSG00000173369.11
ENST00000366988.3,ENSG00000117691.5
ENST00000343242.4,ENSG00000198517.5
ENST00000407032.1,ENSG00000104805.10
ENST00000366615.4,ENSG00000168275.10
ENST00000219150.5,ENSG00000102879.11
ENST00000435366.1,ENSG00000126005.10
ENST00000400701.3,ENSG00000178605.7
ENST00000399808.4,ENSG00000142089.10
ENST00000313432.5,ENSG00000174437.10
ENST00000233609.4,ENSG00000115268.4
ENST00000380201.2,ENSG00000198171.8
ENST00000374640.4,ENSG00000159189.7
ENST00000360612.4,ENSG00000198355.4
ENST00000525085.1,ENSG00000151366.8
ENST00000442966.2,ENSG00000241370.1
ENST00000359232.3,ENSG00000197119.7
ENST00000417328.2,ENSG00000170906.9
ENST00000569282.1,ENSG00000169627.7
ENST00000256925.7,ENSG00000134508.8
ENST00000357814.3,ENSG00000109065.7
ENST00000377795.3,ENSG00000019582.10
ENST00000217455.4,ENSG00000101473.12
ENST00000368656.2,ENSG00000203778.2
ENST00000413890.2,ENSG00000126777.13
ENST00000379789.4,ENSG00000170525.13
ENST00000496559.2,ENSG00000144749.9
ENST00000297258.6,ENSG00000164687.6
ENST00000538492.1,ENSG00000197562.5
ENST00000578809.1,ENSG00000072778.14
ENST00000358344.3,ENSG00000197451.6
ENST00000302692.5,ENSG00000171612.5
ENST00000376390.3,ENSG00000243279.1
ENST00000392568.2,ENSG00000183828.9
ENST00000481898.1,ENSG00000175061.10
ENST00000590954.1,ENSG00000091164.8
ENST00000419783.1,ENSG00000233276.2
ENST00000322310.5,ENSG00000176101.7
ENST00000261623.3,ENSG00000051523.6
ENST00000297151.4,ENSG00000164609.5
ENST00000368694.3,ENSG00000160679.8
ENST00000542321.2,ENSG00000182175.9
ENST00000252622.9,ENSG00000130332.9
ENST00000265846.5,ENSG00000105963.8
ENST00000368021.3,ENSG00000158773.10
ENST00000528157.1,ENSG00000145050.11
ENST00000572179.1,ENSG00000083457.7
ENST00000241124.6,ENSG00000121742.11
ENST00000578824.1,ENSG00000072778.14
ENST00000589745.1,ENSG00000105048.11
ENST00000007708.3,ENSG00000005882.6
ENST00000569758.1,ENSG00000140398.9
ENST00000483107.1,ENSG00000183773.10
ENST00000254901.5,ENSG00000132563.11
ENST00000343262.4,ENSG00000140988.10
ENST00000353598.6,ENSG00000181991.11
ENST00000269601.5,ENSG00000141759.10
ENST00000257430.4,ENSG00000134982.11
ENST00000489698.1,ENSG00000172428.5
ENST00000518072.1,ENSG00000047249.11
ENST00000253727.4,ENSG00000131408.8
ENST00000568588.1,ENSG00000174444.10
ENST00000541517.1,ENSG00000186815.8
ENST00000488128.2,ENSG00000084636.11
ENST00000300933.4,ENSG00000167460.10
ENST00000313408.7,ENSG00000115286.14
ENST00000337318.3,ENSG00000189319.9
ENST00000543273.1,ENSG00000239521.2
ENST00000563498.1,ENSG00000103024.3
ENST00000357235.4,ENSG00000197622.7
ENST00000238156.3,ENSG00000119242.4
ENST00000303004.3,ENSG00000172216.4
ENST00000299872.7,ENSG00000166681.9
ENST00000222304.2,ENSG00000105697.2
ENST00000490451.1,ENSG00000235034.2
ENST00000465923.1,ENSG00000158864.8
ENST00000571874.2,ENSG00000141552.13
ENST00000297533.4,ENSG00000164897.8
ENST00000338401.4,ENSG00000130731.11
ENST00000242059.5,ENSG00000136193.11
ENST00000215941.4,ENSG00000100124.7
ENST00000256593.3,ENSG00000134201.5
ENST00000561679.1,ENSG00000196123.8
ENST00000524688.1,ENSG00000178104.14
ENST00000375784.3,ENSG00000213719.4
ENST00000323482.4,ENSG00000154930.10
ENST00000313961.5,ENSG00000143248.7
ENST00000449085.2,ENSG00000204256.7
ENST00000554104.1,ENSG00000165795.14
ENST00000372047.3,ENSG00000160271.10
ENST00000456292.1,ENSG00000071082.5
ENST00000411738.1,ENSG00000230606.3
ENST00000360463.3,ENSG00000165795.14
ENST00000334047.7,ENSG00000117525.9
ENST00000375640.3,ENSG00000204387.8
ENST00000378088.1,ENSG00000070610.10
ENST00000244741.5,ENSG00000124762.7
ENST00000400490.2,ENSG00000158828.5
ENST00000581675.1,ENSG00000005379.11
ENST00000375712.3,ENSG00000101350.6
ENST00000445224.2,ENSG00000151967.14
ENST00000420846.2,ENSG00000135404.6
ENST00000294507.3,ENSG00000162511.7
ENST00000546392.1,ENSG00000196531.6
ENST00000361042.4,ENSG00000132970.8
ENST00000406655.1,ENSG00000104695.7
ENST00000367311.3,ENSG00000174307.5
ENST00000408965.3,ENSG00000221869.4
ENST00000543463.1,ENSG00000198064.8
ENST00000263121.7,ENSG00000099956.13
ENST00000297290.3,ENSG00000164713.5
ENST00000311189.7,ENSG00000174775.12
ENST00000498238.1,ENSG00000117616.13
ENST00000216962.4,ENSG00000100994.7
ENST00000257347.4,ENSG00000134905.11
ENST00000372014.3,ENSG00000180992.5
ENST00000446101.2,ENSG00000180771.9
ENST00000355415.2,ENSG00000161091.8
ENST00000475721.1,ENSG00000114867.14
ENST00000266744.3,ENSG00000139352.3
ENST00000299767.5,ENSG00000166598.8
ENST00000216181.5,ENSG00000100345.15
ENST00000275428.4,ENSG00000006625.12
ENST00000402802.3,ENSG00000197461.8
ENST00000497254.1,ENSG00000156502.9
ENST00000371470.3,ENSG00000162385.6
ENST00000441629.2,ENSG00000080824.13
ENST00000554401.1,ENSG00000080824.13
ENST00000508482.1,ENSG00000108848.10
ENST00000544170.1,ENSG00000108848.10
ENST00000427170.2,ENSG00000223802.2
ENST00000247005.5,ENSG00000130283.6
ENST00000371410.3,ENSG00000101882.5
ENST00000379253.3,ENSG00000130066.12
ENST00000392132.2,ENSG00000079246.11
ENST00000591633.1,ENSG00000153902.9
ENST00000338094.6,ENSG00000214265.6
ENST00000588715.1,ENSG00000266964.1
ENST00000272233.4,ENSG00000143878.8
ENST00000340799.5,ENSG00000186868.11
ENST00000491491.1,ENSG00000005810.12
ENST00000370171.1,ENSG00000147382.14
ENST00000501597.3,ENSG00000229117.4
ENST00000332374.4,ENSG00000205358.3
ENST00000374050.3,ENSG00000136888.6
ENST00000588991.1,ENSG00000105220.9
ENST00000481121.1,ENSG00000204356.6
ENST00000373820.1,ENSG00000151150.14
ENST00000540862.1,ENSG00000130734.5
ENST00000291386.3,ENSG00000160075.9
ENST00000347364.2,ENSG00000125863.12
ENST00000254878.3,ENSG00000132541.5
ENST00000585788.1,ENSG00000161091.8
ENST00000499732.1,ENSG00000245532.2
ENST00000325954.4,ENSG00000022840.9
ENST00000250405.5,ENSG00000129473.5
ENST00000552963.1,ENSG00000161835.6
ENST00000258739.4,ENSG00000136240.5
ENST00000420826.2,ENSG00000188612.7
ENST00000290158.4,ENSG00000108424.5
ENST00000025008.5,ENSG00000023287.8
ENST00000296412.8,ENSG00000197894.6
ENST00000372684.3,ENSG00000117016.5
ENST00000329286.6,ENSG00000206418.3
ENST00000316803.3,ENSG00000157782.5
ENST00000407969.1,ENSG00000168137.11
ENST00000361574.5,ENSG00000198858.5
ENST00000434618.2,ENSG00000231925.7
ENST00000397224.4,ENSG00000100350.10
ENST00000310325.5,ENSG00000174080.6
ENST00000373203.4,ENSG00000106991.8
ENST00000331444.6,ENSG00000183628.7
ENST00000418359.3,ENSG00000111596.7
ENST00000398344.4,ENSG00000099977.9
ENST00000361722.3,ENSG00000198933.5
ENST00000592052.1,ENSG00000182087.7
ENST00000383832.3,ENSG00000144550.8
ENST00000396603.2,ENSG00000122705.10
ENST00000509889.1,ENSG00000181789.10
ENST00000221265.2,ENSG00000006712.9
ENST00000458039.3,ENSG00000017797.7
ENST00000467611.1,ENSG00000130643.4
ENST00000360468.3,ENSG00000196547.9
ENST00000356221.3,ENSG00000130177.10
ENST00000372890.4,ENSG00000167112.7
ENST00000552334.1,ENSG00000257151.1
ENST00000395487.2,ENSG00000184613.6
ENST00000341369.7,ENSG00000187514.10
ENST00000552624.1,ENSG00000067715.9
ENST00000588052.1,ENSG00000095066.7
ENST00000334527.7,ENSG00000166579.11
ENST00000336034.3,ENSG00000160570.8
ENST00000447648.2,ENSG00000205356.5
ENST00000255320.6,ENSG00000132967.9
ENST00000591583.1,ENSG00000068120.10
ENST00000360830.4,ENSG00000138326.13
ENST00000491035.1,ENSG00000147403.12
ENST00000566198.1,ENSG00000065054.8
ENST00000379607.5,ENSG00000173674.6
ENST00000399213.2,ENSG00000241973.6
ENST00000368270.1,ENSG00000160781.10
ENST00000399568.1,ENSG00000242259.3
ENST00000380629.2,ENSG00000104765.10
ENST00000297661.4,ENSG00000165006.8
ENST00000249363.3,ENSG00000128594.3
ENST00000556647.1,ENSG00000100650.10
ENST00000371626.4,ENSG00000117862.6
ENST00000451728.2,ENSG00000169714.12
ENST00000409468.1,ENSG00000115541.6
ENST00000353411.5,ENSG00000113558.12
ENST00000359426.6,ENSG00000156515.15
ENST00000348547.2,ENSG00000125991.13
ENST00000581150.1,ENSG00000104904.6
ENST00000449723.2,ENSG00000183283.9
ENST00000587994.1,ENSG00000167315.12
ENST00000578820.1,ENSG00000141562.12
ENST00000300605.5,ENSG00000167220.6
ENST00000396319.2,ENSG00000106052.8
ENST00000326925.5,ENSG00000178057.9
ENST00000488775.1,ENSG00000241468.3
ENST00000376511.2,ENSG00000204569.5
ENST00000445776.1,ENSG00000159352.10
ENST00000370086.3,ENSG00000180879.8
ENST00000462259.1,ENSG00000059588.5
ENST00000512215.1,ENSG00000138814.12
ENST00000331821.3,ENSG00000099901.12
ENST00000368547.3,ENSG00000127884.4
ENST00000376530.3,ENSG00000167614.8
ENST00000378116.4,ENSG00000148468.12
ENST00000542296.1,ENSG00000223802.2
ENST00000309546.3,ENSG00000203896.5
ENST00000371437.4,ENSG00000125356.6
ENST00000299166.4,ENSG00000166136.10
ENST00000332797.6,ENSG00000024862.12
ENST00000389759.3,ENSG00000144283.16
ENST00000341333.5,ENSG00000164081.8
ENST00000359227.2,ENSG00000196361.4
ENST00000353555.4,ENSG00000172270.13
ENST00000244670.8,ENSG00000124702.12
ENST00000437457.2,ENSG00000131089.9
ENST00000263278.3,ENSG00000087076.3
ENST00000302517.3,ENSG00000171604.7
ENST00000572841.1,ENSG00000141258.7
ENST00000007390.2,ENSG00000007520.3
ENST00000369849.4,ENSG00000148798.5
ENST00000412716.2,ENSG00000183283.9
ENST00000497965.1,ENSG00000116251.5
ENST00000396386.2,ENSG00000122565.13
ENST00000302926.2,ENSG00000169992.5
ENST00000584164.1,ENSG00000161970.8
ENST00000322897.6,ENSG00000134265.7
ENST00000585331.1,ENSG00000267411.1
ENST00000371600.3,ENSG00000107281.5
ENST00000251453.2,ENSG00000105193.3
ENST00000312475.4,ENSG00000259494.1
ENST00000467029.1,ENSG00000173436.9
ENST00000376630.4,ENSG00000204592.5
ENST00000078429.4,ENSG00000088256.4
ENST00000543938.1,ENSG00000103723.8
ENST00000262126.3,ENSG00000101745.10
ENST00000551743.1,ENSG00000179364.9
ENST00000383811.3,ENSG00000163703.12
ENST00000312419.3,ENSG00000175482.4
ENST00000454376.2,ENSG00000126457.16
ENST00000556603.1,ENSG00000100605.11
ENST00000450428.1,ENSG00000090565.11
ENST00000558815.1,ENSG00000108107.7
ENST00000368125.4,ENSG00000162706.8
ENST00000442048.1,ENSG00000138363.10
ENST00000342972.1,ENSG00000187601.3
ENST00000514927.2,ENSG00000113360.12
ENST00000324306.6,ENSG00000106261.12
ENST00000373241.4,ENSG00000079332.8
ENST00000300291.5,ENSG00000167005.9
ENST00000316554.3,ENSG00000177875.3
ENST00000209875.4,ENSG00000094916.8
ENST00000432103.2,ENSG00000139970.12
ENST00000376151.4,ENSG00000213760.5
ENST00000210187.6,ENSG00000167964.7
ENST00000376007.4,ENSG00000204469.8
ENST00000287844.2,ENSG00000033050.3
ENST00000498082.1,ENSG00000157782.5
ENST00000396705.4,ENSG00000111669.9
ENST00000409751.1,ENSG00000138069.12
ENST00000334478.4,ENSG00000123349.8
ENST00000531163.1,ENSG00000180900.12
ENST00000331244.5,ENSG00000108010.7
ENST00000585409.1,ENSG00000130332.9
ENST00000415382.2,ENSG00000198563.8
ENST00000394869.3,ENSG00000108262.11
ENST00000412770.2,ENSG00000105063.14
ENST00000527548.1,ENSG00000149806.6
ENST00000400228.2,ENSG00000088387.13
ENST00000476660.1,ENSG00000125944.12
ENST00000322217.4,ENSG00000176182.4
ENST00000592478.1,ENSG00000079999.9
ENST00000477264.1,ENSG00000171603.11
ENST00000373084.4,ENSG00000167106.6
ENST00000424443.3,ENSG00000140391.10
ENST00000372780.1,ENSG00000184905.4
ENST00000256194.4,ENSG00000133816.9
ENST00000381280.4,ENSG00000198732.6
ENST00000482655.1,ENSG00000122034.8
ENST00000395044.3,ENSG00000213585.6
ENST00000568916.1,ENSG00000103254.5
ENST00000340611.4,ENSG00000106009.11
ENST00000395233.2,ENSG00000152556.11
ENST00000533177.1,ENSG00000108312.10
ENST00000403084.1,ENSG00000184113.8
ENST00000590753.1,ENSG00000108861.4
ENST00000055335.6,ENSG00000049769.8
ENST00000225308.8,ENSG00000013306.11
ENST00000278756.7,ENSG00000084234.11
ENST00000438192.1,ENSG00000101445.4
ENST00000350887.5,ENSG00000184209.13
ENST00000508493.1,ENSG00000145592.9
ENST00000262776.3,ENSG00000108679.7
ENST00000530649.1,ENSG00000149591.12
ENST00000361624.2,ENSG00000198804.2
ENST00000497385.1,ENSG00000134247.9
ENST00000327274.7,ENSG00000220749.3
ENST00000361479.4,ENSG00000196199.8
ENST00000371756.3,ENSG00000130560.4
ENST00000277010.4,ENSG00000147955.11
ENST00000530705.1,ENSG00000133112.12
ENST00000394920.2,ENSG00000161016.10
ENST00000262325.7,ENSG00000006125.12
ENST00000303400.4,ENSG00000090316.11
ENST00000424310.2,ENSG00000145860.5
ENST00000311181.4,ENSG00000174684.6
ENST00000391865.3,ENSG00000143774.11
ENST00000425118.1,ENSG00000115307.12
ENST00000354567.2,ENSG00000154027.14
ENST00000356978.4,ENSG00000198668.6
ENST00000339624.5,ENSG00000140264.14
ENST00000345093.4,ENSG00000181852.12
ENST00000281031.4,ENSG00000151366.8
ENST00000592741.1,ENSG00000130175.5
ENST00000403251.1,ENSG00000241360.1
ENST00000466227.2,ENSG00000108953.12
ENST00000360274.4,ENSG00000188191.9
ENST00000435114.1,ENSG00000115204.9
ENST00000376901.4,ENSG00000174851.9
ENST00000260102.4,ENSG00000137547.4
ENST00000544511.1,ENSG00000120645.7
ENST00000327471.3,ENSG00000184887.9
ENST00000318063.5,ENSG00000155970.7
ENST00000356496.5,ENSG00000197043.8
ENST00000356493.5,ENSG00000165283.10
ENST00000577191.1,ENSG00000072778.14
ENST00000252593.6,ENSG00000130303.8
ENST00000553110.1,ENSG00000241343.3
ENST00000336949.6,ENSG00000165175.11
ENST00000552819.1,ENSG00000197111.9
ENST00000450195.1,ENSG00000006015.12
ENST00000218348.3,ENSG00000102226.4
ENST00000492092.1,ENSG00000073169.9
ENST00000592719.1,ENSG00000090971.4
ENST00000320634.3,ENSG00000135472.3
ENST00000343788.6,ENSG00000165416.9
ENST00000589561.1,ENSG00000129353.10
ENST00000543783.1,ENSG00000256142.1
ENST00000405636.2,ENSG00000130204.8
ENST00000396684.2,ENSG00000111676.9
ENST00000396807.4,ENSG00000111653.15
ENST00000235180.4,ENSG00000116544.7
ENST00000428423.1,ENSG00000174353.12
ENST00000252445.3,ENSG00000130165.6
ENST00000367210.1,ENSG00000058673.11
ENST00000396777.3,ENSG00000132254.7
ENST00000356264.2,ENSG00000078053.12
ENST00000495836.1,ENSG00000115977.13
ENST00000301488.3,ENSG00000167797.3
ENST00000483421.3,ENSG00000075292.12
ENST00000558259.1,ENSG00000034053.10
ENST00000566525.1,ENSG00000103254.5
ENST00000393959.1,ENSG00000145864.8
ENST00000360515.3,ENSG00000158985.9
ENST00000225394.3,ENSG00000108262.11
ENST00000547643.1,ENSG00000182809.6
ENST00000378821.3,ENSG00000205116.3
ENST00000555619.1,ENSG00000119655.4
ENST00000587797.1,ENSG00000033627.10
ENST00000356508.5,ENSG00000105223.13
ENST00000417640.2,ENSG00000123119.7
ENST00000561775.1,ENSG00000174444.10
ENST00000531978.1,ENSG00000166441.8
ENST00000582787.1,ENSG00000264920.1
ENST00000296597.5,ENSG00000164182.6
ENST00000309318.3,ENSG00000173457.6
ENST00000520687.1,ENSG00000113140.6
ENST00000559471.1,ENSG00000138593.4
ENST00000361716.3,ENSG00000139190.12
ENST00000488748.1,ENSG00000101181.12
ENST00000418388.1,ENSG00000238227.3
ENST00000339012.3,ENSG00000163001.7
ENST00000368575.3,ENSG00000143545.4
ENST00000478065.1,ENSG00000131584.13
ENST00000291900.2,ENSG00000160445.6
ENST00000468582.1,ENSG00000188186.6
ENST00000588301.1,ENSG00000125743.6
ENST00000357193.3,ENSG00000074319.7
ENST00000306897.4,ENSG00000169750.4
